Customer Name,Email,Location,Model,Range(km),Vehicle Type,Launch Date,Description,Cost,Price (NPR),Units Sold,Sale Date,Payment Method,Sale Month number,Sale Month Name,Sale Year,Total Revenue,Profit
James Thompson,sherry93@gonzalez-avery.com,Biratnagar,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-26,EMI,9,September,2023,8230000,5449375
Matthew Macdonald,catherinefranklin@gmail.com,Biratnagar,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-12,Full Cash,9,September,2023,4115000,1334375
Manuel Beck,lisa43@yahoo.com,Biratnagar,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-01-11,EMI,1,January,2023,13560000,8974500
Wendy Maddox,sonya98@yahoo.com,Biratnagar,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-08-10,EMI,8,August,2024,0,-4585500
Erik Williams,rgarcia@cole-ryan.com,Biratnagar,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-05-07,EMI,5,May,2023,6780000,2194500
Terri Romero,cpacheco@gmail.com,Biratnagar,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,2,2024-01-25,EMI,1,January,2024,39000000,25837500
Tammy Waters,powellbenjamin@carr-green.net,Biratnagar,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-05-24,EMI,5,May,2021,5900000,1917500
Sean Smith,grant21@garrett.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-28,EMI,12,December,2024,11780000,7800250
Wendy Hill,kelly41@rodgers.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-06-12,Full Cheque,6,June,2023,6780000,2194500
Paul Sutton,lrobertson@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-11-26,EMI,11,November,2022,20340000,15754500
Debbie Torres,taylorjanet@yahoo.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-27,EMI,12,December,2024,11780000,7800250
Heidi Waters,pstrickland@english.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-06-23,Full Cash,6,June,2023,0,-4585500
Karen Torres,wagnerbrandon@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-17,Full Cheque,9,September,2023,8230000,5449375
Jessica Torres,mcdanielpamela@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-11-02,EMI,11,November,2023,20340000,15754500
Joel Garcia,amber87@schroeder.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2021-07-08,EMI,7,July,2021,23600000,19617500
Aaron Carter,marqueznicholas@alvarado.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-10-27,EMI,10,October,2021,17700000,13717500
Aaron Stein,jgutierrez@hunter.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-01-14,EMI,1,January,2023,0,-4585500
Wendy Valentine,gilbertkaren@rodriguez-glass.org,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-02-08,Full Cash,2,February,2023,13560000,8974500
Linda Chapman,nevans@hotmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2022-06-21,Full Cash,6,June,2022,17700000,13717500
William Mata PhD,carmenrojas@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-12-14,Full Cheque,12,December,2023,6780000,2194500
Devon Thompson,lindataylor@mayo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-12-08,Full Cash,12,December,2022,20340000,15754500
Erika Miller,stephanie44@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-12-25,EMI,12,December,2023,6780000,2194500
Rebekah Dougherty,echan@molina.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-07-11,EMI,7,July,2023,6780000,2194500
Matthew Morris,benjaminstein@yahoo.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,4,2024-12-27,Full Cheque,12,December,2024,23560000,19580250
Mrs. Karen Jones DDS,codymitchell@bentley.net,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-08-03,EMI,8,August,2023,6780000,2194500
Marvin Reid,francisco01@gmail.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,1,2024-01-23,Full Cash,1,January,2024,11000000,3575000
Sarah Hill,jonathanwebb@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-08-25,EMI,8,August,2023,6780000,2194500
Jeffrey Moore,johnsonabigail@butler.info,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-06-06,EMI,6,June,2021,17700000,13717500
Collin Rios,hendricksmichael@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-16,EMI,9,September,2023,8230000,5449375
Jessica Stevens,campbelldavid@henry-marquez.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-11-30,Full Cash,11,November,2023,0,-4585500
Michael Johnson,xrobinson@jimenez.net,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,2,2024-01-28,EMI,1,January,2024,22000000,14575000
Jessica Stevens,campbelldavid@henry-marquez.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-06-16,Full Cash,6,June,2023,13560000,8974500
Kevin Garcia,obarron@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-05-05,EMI,5,May,2023,6780000,2194500
Susan Mitchell,davidjohnson@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-11-14,Full Cash,11,November,2022,20340000,15754500
Terri Reed,amanda45@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-04-29,EMI,4,April,2024,0,-4585500
Dorothy Gaines,everettrobert@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-02-03,EMI,2,February,2024,13560000,8974500
Kathryn Jones,davidlopez@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-10-13,EMI,10,October,2023,20340000,15754500
Christine Brown,jeffrey23@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-10-25,EMI,10,October,2023,0,-2780625
Ryan Vasquez,maynardkyle@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-08-08,EMI,8,August,2023,6780000,2194500
Kendra Moore,gbennett@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-02-14,Full Cheque,2,February,2023,27120000,22534500
Angela Jones,guzmanyolanda@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-02-28,EMI,2,February,2023,6780000,2194500
Natalie Martin,michaelcole@wilson.net,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2022-11-07,EMI,11,November,2022,0,-4585500
Kristy Gonzales,melissawalton@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-02-20,EMI,2,February,2024,6780000,2194500
Heidi Waters,pstrickland@english.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-01-25,Full Cash,1,January,2024,6780000,2194500
Audrey Barron,williamsrichard@greene.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-19,EMI,9,September,2023,4115000,1334375
Leslie Parker,fclark@gmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-05-16,EMI,5,May,2021,11800000,7817500
Theresa Weber,michelleriley@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-11,EMI,9,September,2023,12345000,9564375
Ashley Klein,redwards@sullivan.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-07-21,EMI,7,July,2023,13560000,8974500
Vincent Graham,sheltoncody@kline.org,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-13,EMI,9,September,2023,4115000,1334375
Kathy Smith,cfoster@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-10-21,EMI,10,October,2023,27120000,22534500
Parker Davis,emily78@roth-alvarado.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-09-18,EMI,9,September,2023,13560000,8974500
Wayne Bennett,brucejulie@alvarez.org,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-12,EMI,9,September,2023,4115000,1334375
Courtney Allen,campbelljason@yahoo.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,1,2024-01-25,Full Cash,1,January,2024,11000000,3575000
Colton Mitchell,nwolf@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-05-21,Full Cash,5,May,2023,27120000,22534500
Colton Mitchell,nwolf@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-02-12,Full Cash,2,February,2023,20340000,15754500
Jessica Robinson,campbellanthony@burns-reed.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-26,Full Cheque,12,December,2024,11780000,7800250
Ryan Gonzales,jackiehernandez@dawson-garcia.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-05-14,Full Cash,5,May,2023,13560000,8974500
Brittany Clay,paullam@thompson.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2024-03-28,Full Cash,3,March,2024,0,-2780625
Angela Jones,guzmanyolanda@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-10-26,EMI,10,October,2022,6780000,2194500
Frank Bradley,enorris@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-20,Full Cheque,9,September,2023,16460000,13679375
Karen Torres,wagnerbrandon@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-19,Full Cheque,9,September,2023,0,-2780625
Nicole Elliott,jonarnold@mccarthy-miller.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-07-18,EMI,7,July,2024,20340000,15754500
Karen Cole,jacqueline67@gonzalez.org,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-01-26,EMI,1,January,2023,6780000,2194500
James Munoz,gharrell@tucker.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-06-13,Full Cheque,6,June,2024,27120000,22534500
Tracey Reid,vincent37@cunningham.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-08-17,EMI,8,August,2023,13560000,8974500
Brandy Clay,henry77@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-06-06,EMI,6,June,2023,6780000,2194500
Justin Valdez,radams@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-10-12,Full Cash,10,October,2023,6780000,2194500
Kendra Moore,gbennett@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-12-15,Full Cheque,12,December,2022,6780000,2194500
Robert Duke,donaldsmith@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-03-17,EMI,3,March,2024,0,-4585500
Garrett Clark II,gainesadam@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-16,EMI,9,September,2023,0,-2780625
Michael Morris,lross@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-27,EMI,9,September,2023,4115000,1334375
Jessica Jones,fryejoe@klein.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-05-11,EMI,5,May,2024,0,-4585500
Troy Mcguire,jessicamyers@martinez.org,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-07-23,Full Cheque,7,July,2024,13560000,8974500
David Rivera,codybest@salazar.biz,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-12-21,EMI,12,December,2023,12345000,9564375
Gabriel Brown,fosteralexander@yahoo.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-09-25,Full Cash,9,September,2021,11800000,7817500
Robert Rose,zgoodwin@phillips.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-01-10,EMI,1,January,2023,27120000,22534500
David Pearson,davidkrueger@henderson.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-25,EMI,9,September,2023,12345000,9564375
Brandi Park,qharvey@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-11-03,EMI,11,November,2023,0,-4585500
Timothy Jackson,carrie04@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-01-04,EMI,1,January,2023,20340000,15754500
Kimberly Garcia,gjackson@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-07-16,EMI,7,July,2023,20340000,15754500
Jackson Castro,toddhughes@gmail.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,0,2024-01-25,EMI,1,January,2024,0,-13162500
Kim Russell,belljoshua@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-01-25,EMI,1,January,2024,6780000,2194500
Sherry Shelton,andrew55@young-murphy.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2022-04-28,EMI,4,April,2022,17700000,13717500
Rebecca Byrd,pbrady@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-03-08,EMI,3,March,2023,0,-4585500
Mary Long,adam86@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-28,EMI,9,September,2023,4115000,1334375
Amy Fox PhD,lopezemily@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-10-19,EMI,10,October,2022,20340000,15754500
Kelly Brown,benjamingreen@moore-ramirez.org,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-20,Full Cash,9,September,2023,0,-2780625
Adam Wilkins,natalie56@ward.org,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-22,Full Cheque,9,September,2023,8230000,5449375
Anthony Lee,cflores@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-12-04,Full Cheque,12,December,2023,0,-4585500
Eugene Kramer,james12@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-08-04,EMI,8,August,2023,13560000,8974500
Jason Smith,tlucas@yahoo.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,1,2024-01-27,EMI,1,January,2024,19500000,6337500
Luke Lane,mcdonaldkyle@fuentes-rollins.biz,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-02-02,EMI,2,February,2024,0,-4585500
Stephen Yates,tiffanysullivan@knox.biz,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-22,Full Cheque,9,September,2023,0,-2780625
Joseph Hebert,thomas21@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-02-09,Full Cheque,2,February,2024,27120000,22534500
Jennifer Jacobs,markbell@bowen.info,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-11-12,EMI,11,November,2023,13560000,8974500
Michelle Michael,walterdorothy@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-12,Full Cheque,9,September,2023,16460000,13679375
Gabrielle Costa,fday@gmail.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,4,2024-01-23,EMI,1,January,2024,44000000,36575000
April Medina,andrewhamilton@hotmail.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-28,Full Cash,12,December,2024,11780000,7800250
Brenda Brown,jane91@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-07-08,EMI,7,July,2023,13560000,8974500
Anthony Lee,cflores@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-08-10,Full Cheque,8,August,2023,13560000,8974500
John Frazier,churchhoward@proctor-lopez.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,2,2024-01-22,EMI,1,January,2024,39000000,25837500
Sarah Hill,jonathanwebb@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-04-03,EMI,4,April,2023,13560000,8974500
Jonathon Hamilton,lisacarroll@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-03-09,Full Cheque,3,March,2024,13560000,8974500
Michelle Martin,timothywilliams@payne.net,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-06-15,EMI,6,June,2021,5900000,1917500
Brian Smith,danielvaldez@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-08-11,EMI,8,August,2024,13560000,8974500
Susan Mitchell,davidjohnson@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2022-11-02,Full Cash,11,November,2022,13560000,8974500
Jonathon Hamilton,lisacarroll@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-05-21,Full Cheque,5,May,2024,0,-4585500
Grace Willis DVM,chaneycrystal@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-01-16,EMI,1,January,2023,13560000,8974500
Angela Reeves,bradley16@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-18,Full Cash,9,September,2023,4115000,1334375
Elijah Fowler,reynoldsalicia@sampson.biz,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-20,EMI,9,September,2023,12345000,9564375
Robert Henderson,peggy62@ramos.net,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-01-12,EMI,1,January,2024,20340000,15754500
Scott Lewis,edwardcrawford@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-04-02,EMI,4,April,2024,20340000,15754500
Danielle Cox,duranmiranda@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-11,EMI,9,September,2023,8230000,5449375
Andrew Perkins,sheryl35@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-01-04,EMI,1,January,2024,6780000,2194500
William Krueger,aliciachambers@carter.net,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-08-21,EMI,8,August,2021,11800000,7817500
Jeffrey Davenport,jamesschwartz@mason.biz,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-22,Full Cash,9,September,2023,8230000,5449375
Steven Bennett,benjamindiaz@flores.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-03-30,Full Cash,3,March,2023,13560000,8974500
Michelle Reese,nelsontina@torres.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-06-23,EMI,6,June,2024,13560000,8974500
Jason Hunter,stephaniejohnson@gmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2023-06-22,EMI,6,June,2023,5900000,1917500
Jordan Duke,wendy09@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-01-29,EMI,1,January,2024,13560000,8974500
Luke Lane,mcdonaldkyle@fuentes-rollins.biz,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-08-05,EMI,8,August,2023,0,-4585500
Nancy Pearson,grahameric@larson-johnson.net,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-04-06,EMI,4,April,2021,5900000,1917500
Steven Gutierrez,longandrew@mitchell-duffy.biz,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-06-14,Full Cheque,6,June,2021,11800000,7817500
Tammy Smith,cynthiamartinez@johnson.net,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-26,EMI,12,December,2024,11780000,7800250
Ashley Miller,juan18@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-07-08,EMI,7,July,2024,0,-4585500
Jody Hanna,chines@scott-garcia.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-05-22,EMI,5,May,2024,27120000,22534500
